SMILES,Tg
[*]C(=O)Nc1ccc(-c2ccc(Oc3ccc(C(C)(C)c4ccc(Oc5ccc(-c6ccc(NC(=O)c7cc([*])cc(C(C)(C)C)c7)cc6)cc5C(F)(F)F)cc4)cc3)c(C(F)(F)F)c2)cc1,248.5
[*]C(=O)Nc1ccc(-c2ccc(Oc3ccc(C(c4ccc(Oc5ccc(-c6ccc(NC(=O)c7cc([*])cc(C(C)(C)C)c7)cc6)cc5C(F)(F)F)cc4)(C(F)(F)F)C(F)(F)F)cc3)c(C(F)(F)F)c2)cc1,251.5
[*]C(=O)Nc1ccc(-c2ccc(Oc3ccc(C4(c5ccc(Oc6ccc(-c7ccc(NC(=O)c8cc([*])cc(C(C)(C)C)c8)cc7)cc6C(F)(F)F)cc5)c5ccccc5-c5ccccc54)cc3)c(C(F)(F)F)c2)cc1,278.0
[*]C(=O)Nc1ccc(-c2nnc(-c3ccc(NC(=O)c4cc([*])cc(NC(=O)c5ccc(OC(C)=O)cc5)c4)cc3)o2)cc1,280.0
[*]C(=O)Nc1ccc(C(=O)c2ccc(NC(=O)c3cc([*])cc(C(C)(C)C)c3)cc2)cc1,271.0
[*]C(=O)Nc1ccc(C(c2ccc(NC(=O)c3cc([*])cc(C(C)(C)C)c3)cc2)(C(F)(F)F)C(F)(F)F)cc1,284.1
[*]C(=O)Nc1ccc(C(c2ccc(NC(=O)c3cc([*])cc(C(C)(C)C)c3)cc2)(P2(=O)Oc3ccccc3-c3ccccc32)P2(=O)Oc3ccccc3-c3ccccc32)cc1,235.0
[*]C(=O)Nc1ccc(C(c2ccc(NC(=O)c3cc([*])cc(NC(=O)CCCCCN4C(=O)c5ccccc5C4=O)c3)cc2)(C(F)(F)F)C(F)(F)F)cc1,225.0
[*]C(=O)Nc1ccc(C(c2ccc(NC(=O)c3cc([*])cc(NC(=O)CCCN4C(=O)c5ccccc5C4=O)c3)cc2)(C(F)(F)F)C(F)(F)F)cc1,240.0
[*]C(=O)Nc1ccc(C(c2ccc(NC(=O)c3ccc(C)c(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N(c6cc([*])ccc6C)C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)cc2)(C(F)(F)F)C(F)(F)F)cc1,293.5
[*]C(=O)Nc1ccc(C(c2ccc(NC(=O)c3ccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N(c6ccc([*])cc6C)C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c(C)c3)cc2)(C(F)(F)F)C(F)(F)F)cc1,344.0
[*]C(=O)Nc1ccc(C(c2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc([*])c(C)c3)C4=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,355.0
[*]C(=O)Nc1ccc(C(c2ccc(NC(=O)c3cccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N(c6cccc([*])c6C)C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3C)cc2)(C(F)(F)F)C(F)(F)F)cc1,250.0
[*]C(=O)Nc1ccc(C)c(NC(=O)c2cc([*])cc(NC(=O)C(C(C)CC)N3C(=O)c4ccccc4C3=O)c2)c1,166.0
[*]C(=O)Nc1ccc(C2(c3ccc(NC(=O)c4cc([*])cc(C(C)(C)C)c4)cc3)c3ccccc3-c3ccccc32)cc1,284.0
[*]C(=O)Nc1ccc(Cc2ccc(NC(=O)c3cc([*])cc(NC(=O)C(C(C)CC)N4C(=O)c5ccccc5C4=O)c3)cc2)cc1,195.0
[*]C(=O)Nc1ccc(Cc2ccc(NC(=O)c3cc([*])cc(NC(=O)CCCCCCCCCCN4C(=O)c5ccccc5C4=O)c3)cc2)cc1,150.0
[*]C(=O)Nc1ccc(Cc2ccc(NC(=O)c3cc([*])cc(NC(=O)CCCCCN4C(=O)c5ccccc5C4=O)c3)cc2)cc1,195.0
[*]C(=O)Nc1ccc(Cc2ccc(NC(=O)c3cc([*])cc(NC(=O)CCCN4C(=O)c5ccccc5C4=O)c3)cc2)cc1,220.0
[*]C(=O)Nc1ccc(Cc2ccc(NC(=O)c3cc([*])cc(NC(=O)CCN4C(=O)c5ccccc5C4=O)c3)cc2)cc1,235.0
[*]C(=O)Nc1ccc(Cc2ccc(NC(=O)c3cc([*])cc(NC(=O)c4ccc(NC(=O)C(CC(C)C)N5C(=O)c6ccccc6C5=O)cc4)c3)cc2)cc1,238.0
[*]C(=O)Nc1ccc(Cc2ccc(NC(=O)c3cc([*])cc(NC(=O)c4ccccc4)c3)cc2)cc1,285.0
[*]C(=O)Nc1ccc(Cc2ccc(NC(=O)c3cc([*])cc(NC(=O)c4ccncc4)c3)cc2)cc1,302.0
[*]C(=O)Nc1ccc(NC(=O)c2cc(-c3ccc(C(=O)O)c([*])c3)ccc2C(=O)O)cc1,248.39999999999998
[*]C(=O)Nc1ccc(NC(=O)c2cc(-c3ccc(C(=O)OC)c([*])c3)ccc2C(=O)OC)cc1,234.20000000000005
[*]C(=O)Nc1ccc(NC(=O)c2cc(-c3ccc(C(=O)OCC)c([*])c3)ccc2C(=O)OCC)cc1,231.70000000000005
[*]C(=O)Nc1ccc(NC(=O)c2cc([*])c(C(=O)O)cc2C(=O)O)cc1,283.4
[*]C(=O)Nc1ccc(NC(=O)c2cc([*])cc(NC(=O)c3ccccc3)c2)cc1,321.0
[*]C(=O)Nc1ccc(NC(=O)c2cc([*])cc(NC(=O)c3ccncc3)c2)cc1,327.0
[*]C(=O)Nc1ccc(OCCCCCCOc2ccc(NC(=O)c3cc([*])cc(C(C)(C)C)c3)cc2)cc1,166.0
[*]C(=O)Nc1ccc(Oc2ccc(-c3ccc(Oc4ccc(NC(=O)c5cc([*])cc(NC(=O)c6ccc(OC(C)=O)cc6)c5)cc4)cc3)cc2)cc1,252.0
[*]C(=O)Nc1ccc(Oc2ccc(-c3nnc(-c4ccc(Oc5ccc(NC(=O)c6cc([*])cc(NC(=O)c7ccc(OC(C)=O)cc7)c6)cc5)cc4)o3)cc2)cc1,270.0
[*]C(=O)Nc1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(NC(=O)c5cc([*])cc(C(C)(C)C)c5)cc4)cc3)cc2)cc1,244.0
[*]C(=O)Nc1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(NC(=O)c5cc([*])cc(NC(=O)c6ccc(OC(C)=O)cc6)c5)cc4)cc3)cc2)cc1,243.0
[*]C(=O)Nc1ccc(Oc2ccc(C(c3ccc(Oc4ccc(NC(=O)c5cc(C(c6ccc(C(=O)O)c([*])c6)(C(F)(F)F)C(F)(F)F)ccc5C(=O)O)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,260.0
[*]C(=O)Nc1ccc(Oc2ccc(C(c3ccc(Oc4ccc(NC(=O)c5cc([*])cc(C(C)(C)C)c5)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,255.5
[*]C(=O)Nc1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(NC(=O)c6cc([*])cc(C(C)(C)C)c6)cc5)cc4)CC4CCC3C4)cc2)cc1,272.0
[*]C(=O)Nc1ccc(Oc2ccc(NC(=O)NC3CC(C)(C)CC(C)(CNC(=O)Nc4ccc(Oc5ccc(NC(=O)C(CC(C)C)n6c(=O)c7cc8c(=O)n(C([*])CC(C)C)c(=O)c8cc7c6=O)cc5)cc4)C3)cc2)cc1,147.5
[*]C(=O)Nc1ccc(Oc2ccc(NC(=O)Nc3ccc(Cc4ccc(NC(=O)Nc5ccc(Oc6ccc(NC(=O)C(CC(C)C)n7c(=O)c8cc9c(=O)n(C([*])CC(C)C)c(=O)c9cc8c7=O)cc6)cc5)cc4)cc3)cc2)cc1,181.40000000000003
[*]C(=O)Nc1ccc(Oc2ccc(NC(=O)c3cc([*])c(C(=O)O)cc3C(=O)O)cc2)cc1,207.40000000000003
[*]C(=O)Nc1ccc(Oc2ccc(NC(=O)c3cc([*])c(C(=O)OCC)cc3C(=O)OCC)cc2)cc1,208.05
[*]C(=O)Nc1ccc(Oc2ccc(NC(=O)c3cc([*])cc(C(C)(C)C)c3)cc2)cc1,268.0
[*]C(=O)Nc1ccc(Oc2ccc(NC(=O)c3cc([*])cc(NC(=O)CCCCCCCCCCN4C(=O)c5ccccc5C4=O)c3)cc2)cc1,160.0
[*]C(=O)Nc1ccc(Oc2ccc(NC(=O)c3cc([*])cc(NC(=O)CCCCCN4C(=O)c5ccccc5C4=O)c3)cc2)cc1,200.0
[*]C(=O)Nc1ccc(Oc2ccc(NC(=O)c3cc([*])cc(NC(=O)CCCN4C(=O)c5ccccc5C4=O)c3)cc2)cc1,225.0
[*]C(=O)Nc1ccc(Oc2ccc(NC(=O)c3cc([*])cc(NC(=O)CCN4C(=O)c5ccccc5C4=O)c3)cc2)cc1,240.0
[*]C(=O)Nc1ccc(Oc2ccc(NC(=O)c3cc([*])cc(NC(=O)c4ccc(OC(C)=O)cc4)c3)cc2)cc1,273.0
[*]C(=O)Nc1ccc(Oc2ccc(NC(=O)c3cc([*])cc(NC(=O)c4ccccc4)c3)cc2)cc1,294.5
[*]C(=O)Nc1ccc(Oc2ccc(NC(=O)c3cc([*])cc(NC(=O)c4ccncc4)c3)cc2)cc1,305.0
[*]C(=O)Nc1ccc(Oc2ccc(Oc3ccc(NC(=O)c4cc([*])cc(C(C)(C)C)c4)cc3)cc2)cc1,195.5
[*]C(=O)Nc1ccc(Oc2ccc(Oc3ccc(NC(=O)c4cc([*])cc(NC(=O)c5ccc(OC(C)=O)cc5)c4)cc3)cc2)cc1,251.0
[*]C(=O)Nc1ccc(Oc2ccc(Oc3ccc(Oc4ccc(NC(=O)c5cc([*])cc(C(C)(C)C)c5)cc4)cc3)cc2)cc1,230.0
[*]C(=O)Nc1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(NC(=O)c5cc([*])cc(C(C)(C)C)c5)cc4)cc3)cc2)cc1,232.5
[*]C(=O)Nc1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(NC(=O)c5cc([*])cc(NC(=O)c6ccc(OC(C)=O)cc6)c5)cc4)cc3)cc2)cc1,263.0
[*]C(=O)Nc1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(NC(=O)c5cc([*])cc(NC(=O)c6ccncc6)c5)cc4)cc3)cc2)cc1,283.0
[*]C(=O)Nc1ccc(Oc2ccc3cccc(Oc4ccc(NC(=O)c5cc([*])cc(C(C)(C)C)c5)cc4)c3c2)cc1,263.0
[*]C(=O)Nc1ccc(Oc2cccc(NC(=O)c3cc([*])cc(NC(=O)c4ccc(OC(C)=O)cc4)c3)c2)cc1,251.0
[*]C(=O)Nc1ccc(Oc2cccc(Oc3ccc(NC(=O)c4cc([*])cc(NC(=O)c5ccc(OC(C)=O)cc5)c4)cc3)c2)cc1,230.0
[*]C(=O)Nc1ccc(S(=O)(=O)c2ccc(NC(=O)c3cc([*])cc(NC(=O)c4ccc(NC(=O)C(C)N5C(=O)c6ccccc6C5=O)cc4)c3)cc2)cc1,208.0
[*]C(=O)Nc1cccc(NC(=O)c2cc([*])cc(NC(=O)C(CCSC)N3C(=O)c4ccccc4C3=O)c2)c1,196.0
[*]C(=O)Nc1cccc(NC(=O)c2cc([*])cc(NC(=O)c3ccccc3)c2)c1,300.0
[*]C(=O)Nc1cccc(NC(=O)c2cc([*])cc(NC(=O)c3ccncc3)c2)c1,321.0
[*]C(=O)Nc1cccc(Oc2ccc(-c3nnc(-c4ccc(Oc5cccc(NC(=O)c6cc([*])cc(NC(=O)c7ccc(OC(C)=O)cc7)c6)c5)cc4)o3)cc2)c1,270.0
[*]C(=O)Nc1cccc(Oc2cccc(Oc3cccc(NC(=O)c4cc(Oc5ccc(C(=O)O)c([*])c5)ccc4C(=O)O)c3)c2)c1,176.40000000000003
[*]C(=O)Nc1cccc2c(NC(=O)c3cc([*])cc(NC(=O)C(CCSC)N4C(=O)c5ccccc5C4=O)c3)cccc12,198.0
[*]C(=O)Nc1cccc2c(NC(=O)c3ccc(C)c(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N(c6cc([*])ccc6C)C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)cccc12,250.0
[*]C(=O)OCC(C)(C)CS(=O)(=O)CC(C)(C)COC(=O)N1CC(C)N([*])CC1C,85.0
[*]C(=O)OCC(COc1ccc(/N=N/c2ccc(C#N)cc2)cc1)OC(=O)c1cc(C)ccc1[*],124.0
[*]C(=O)OCC(COc1ccc(/N=N/c2ccc(C#N)cc2)cc1)OC(=O)c1cc([*])cc(C(C)(C)C)c1,137.0
[*]C(=O)OCC(COc1ccc(/N=N/c2ccc(C#N)cc2)cc1)OC(=O)c1ccc([*])cc1OC,120.0
[*]C(=O)OCC(F)(F)C(F)(F)C(F)(F)COC(=O)c1cc([*])cc(OCCCCC)c1,-29.99999999999997
[*]C(=O)OCC(F)(F)C(F)(F)C(F)(F)COC(=O)c1ccc(OCCCCC)c([*])c1,9.0
[*]C(=O)OCC(F)(F)C(F)(F)C(F)(F)COC(=O)c1cccc([*])c1OCCCCC,17.0
[*]C(=O)OCC(F)(F)OC(F)(F)COC(=O)c1cc([*])cc(OCCCCC)c1,14.0
[*]C(=O)OCCCCCCCCCCCOc1ccc(-c2ccc(OCCCCCCCCCCCOC(=O)c3cc([*])cc(OCCCCCCCCCCOc4ccc(/N=N/c5ccc(OC)cc5)cc4)c3)cc2)cc1,53.0
[*]C(=O)OCCCCCCCCCCCOc1ccc(-c2ccc(OCCCCCCCCCCCOC(=O)c3cc([*])cc(OCCCCCCCCOc4ccc(/N=N/c5ccc(OC)cc5)cc4)c3)cc2)cc1,60.0
[*]C(=O)OCCCCCCN1C(=O)c2ccc(-c3ccc(-c4ccc5c(c4)C(=O)N(CCCCCCOC(=O)c4cc([*])cc(OCCCCCCOc6ccc(/N=N/c7ccc(C#N)cc7)cc6)c4)C5=O)cc3)cc2C1=O,67.0
[*]C(=O)OCCCCCCN1C(=O)c2ccc(-c3ccc4c(c3)C(=O)N(CCCCCCOC(=O)c3cc([*])cc(OCCCCCCOc5ccc(/N=N/c6ccc(C#N)cc6)cc5)c3)C4=O)cc2C1=O,93.0
[*]C(=O)OCCCCCCN1C(=O)c2ccc(Oc3ccc4c(c3)C(=O)N(CCCCCCOC(=O)c3cc([*])cc(OCCCCCCOc5ccc(/N=N/c6ccc(C#N)cc6)cc5)c3)C4=O)cc2C1=O,61.0
[*]C(=O)OCCCCCCOc1ccc(-n2on2-c2ccc(OCCCCCCOC(=O)C([*])CCCCCCCCCCP(=O)(OCC)OCC)cc2)cc1,9.0
[*]C(=O)OCCCCCCOc1ccc(-n2on2-c2ccc(OCCCCCCOC(=O)C([*])CCCCCCP(=O)(OCC)OCC)cc2)cc1,9.0
[*]C(=O)OCCCCCCOc1ccc(-n2on2-c2ccc(OCCCCCCOC(=O)C([*])CCCCCP(=O)(OCC)OCC)cc2)cc1,7.0
[*]C(=O)OCCCCCCOc1ccc(-n2on2-c2ccc(OCCCCCCOC(=O)C([*])CCCCP(=O)(OCC)OCC)cc2)cc1,4.0
[*]C(=O)OCCCCCCn1c(=O)c2cc3c(=O)n(CCCCCCOC(=O)c4cc([*])cc(OCCCCCCOc5ccc(/N=N/c6ccc(C#N)cc6)cc5)c4)c(=O)c3cc2c1=O,46.0
[*]C(=O)OCCN(CCOC(=O)c1cc([*])cc(OCCN(C)c2ccc(S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)c1)c1ccc(S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,83.0
[*]C(=O)OCCN(CCOC(=O)c1cc([*])cc(OCCN(C)c2ccc(S(=O)(=O)CCCCCCCC)cc2)c1)c1ccc(S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,80.0
[*]C(=O)OCCN(CCOC(=O)c1cc([*])cc(OCc2c(F)c(F)c(OC)c(F)c2F)c1)c1ccc(/C=C/c2ccc(/C=C/C3=C(C#N)C(=C(C#N)C#N)OC3(c3ccccc3)C(F)(F)F)s2)cc1,140.0
[*]C(=O)OCCN(CCOC(=O)c1ccc([*])cc1OCCC)c1ccc(-c2nc3ccc([N+](=O)[O-])cc3o2)cc1,119.0
[*]C(=O)OCCN(CCOC(=O)c1ccc([*])cc1OCCC)c1ccc(/N=N/c2ccc(-c3nc4cc([N+](=O)[O-])ccc4[nH]3)cc2)cc1,152.0
[*]C(=O)OCCN(CCOC(=O)c1ccc([*])cc1OCCC)c1ccc(/N=N/c2ccc(-c3nc4ccccc4o3)cc2)cc1,117.0
[*]C(=O)OCCN(CCOC(=O)c1ccc([*])cc1OCCC)c1ccc(/N=N/c2nc(C#N)c(C#N)[nH]2)cc1,152.0
[*]C(=O)OCCN(CCOC(=O)c1ccc([*])cc1OCCC)c1ccc(C=C(C#N)C#N)cc1,94.0
[*]C(=O)OCCN(CCOC(=O)c1ccc([*])cc1OCCCCC)c1ccc(/N=N/c2nc(C#N)c(C#N)[nH]2)cc1,131.0
[*]C(=O)OCCOC(=O)c1cc([*])cc(C(C)(C)C)c1,94.0
[*]C(=O)OCCOC(=O)c1ccc(-c2ccc([*])cc2C)c(C)c1,73.0
[*]C(=O)OCCOCCOC(=O)C([*])C,-28.99999999999997
[*]C(=O)OCCOCCOC(=O)C([*])CCC,-37.99999999999997
[*]C(=O)OCCOCCOC(=O)C([*])CCCCC,-46.99999999999997
[*]C(=O)OCCOCCOC(=O)C([*])CCCCCCC,-57.99999999999997
[*]C(=O)OCCOCCOC(=O)C([*])CCCCCCCCC,-58.99999999999997
[*]C(=O)OCCOCCOCCOCCOCCOCCOC(=O)c1cc([*])cc(OCCCCCCOc2ccc(-c3ccc(OC)cc3)cc2)c1,12.5
[*]C(=O)Oc1cc(OCCOC)c(OC(=O)c2ccc([*])cc2OCCOCC)cc1OCCOC,99.0
[*]C(=O)Oc1ccc(-c2ccc(OC(=O)c3cc(OCCCCCC)c([*])cc3OCCCCCC)cc2)cc1,113.0
[*]C(=O)Oc1ccc(-c2ccc(OC(=O)c3cc([*])cc(CCCCC)c3)cc2)cc1,138.0
[*]C(=O)Oc1ccc(C(c2ccc(OC(=O)c3ccc(C)c(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N(c6cc([*])ccc6C)C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)cc2)(C(F)(F)F)C(F)(F)F)cc1,289.0
[*]C(=O)Oc1ccc(C2(c3ccc(OC(=O)c4cc([*])cc(C(C)(C)C)c4)cc3)OC(=O)c3ccccc32)cc1,279.0
[*]C(=O)Oc1ccc(Cc2ccc(OC(=O)c3cc([*])cc(OCCCCC)c3)cc2)cc1,110.0
[*]C(=O)Oc1ccc(OC(=O)c2cc(OCCCCCCCCCCCC)c([*])cc2OCCCCCCCCCCCC)cc1-c1ccccc1,96.0
[*]C(=O)Oc1ccc(OC(=O)c2cc(OCCCCCCCCCCCC)c([*])cc2OCCCCCCCCCCCC)cc1C,112.0
[*]C(=O)Oc1ccc(OC(=O)c2ccc([*])cc2Oc2ccc(C(C)(C)c3ccccc3)cc2)cc1,93.0
[*]C(=O)Oc1ccc(OC(=O)c2ccc([*])cc2Sc2ccc(C)cc2)cc1,134.0
[*]C(=O)Oc1ccc(OCCCCOc2ccc(OC(=O)c3ccc([*])cc3C(=O)OCC=C)cc2)cc1,56.0
[*]C(=O)Oc1ccc(OCCOc2ccc(OC(=O)c3ccc([*])cc3OCCCCC)cc2)cc1,95.0
[*]C(=O)Oc1ccc(Oc2ccc(OC(=O)c3cc([*])cc(OCCCCC)c3)cc2)cc1,126.0
[*]C(=O)Oc1ccc(S(=O)(=O)c2ccc(OC(=O)c3cc([*])cc(CCCCC)c3)cc2)cc1,170.0
[*]C(=O)Oc1ccc([*])cc1CCCCC,50.0
[*]C(=O)Oc1cccc(OC(=O)c2cc([*])cc(OCCCCC)c2)c1,96.0
[*]C(=O)Oc1ccccc1C(=O)OC(=O)c1ccccc1OC(=O)C(C)C([*])C,45.0
[*]C(=O)Oc1ccccc1C(=O)OC(=O)c1ccccc1OC(=O)C(CC)C([*])CC,23.0
[*]C(=O)c1c(C(=O)c2ccc(Oc3ccc(-c4ccc(Oc5ccc([*])cc5)cc4)cc3)cc2)c(-c2ccc(F)cc2)c(-c2ccc(F)cc2)c(-c2ccc(F)cc2)c1-c1ccc(F)cc1,275.0
[*]C(=O)c1c(C(=O)c2ccc(Oc3ccc(-c4ccc(Oc5ccc([*])cc5)cc4)cc3)cc2)c(-c2ccccc2)c(-c2ccc3ccccc3c2)c(-c2ccc3ccccc3c2)c1-c1ccccc1,290.0
[*]C(=O)c1c(C(=O)c2ccc(Oc3ccc(C(c4ccc(Oc5ccc([*])cc5)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc2)c(-c2ccc(F)cc2)c(-c2ccc(F)cc2)c(-c2ccc(F)cc2)c1-c1ccc(F)cc1,253.0
[*]C(=O)c1c(C(=O)c2ccc(Oc3ccc(C(c4ccc(Oc5ccc([*])cc5)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc2)c(-c2ccccc2)c(-c2ccc3ccccc3c2)c(-c2ccc3ccccc3c2)c1-c1ccccc1,275.0
[*]C(=O)c1c(C(=O)c2ccc(Oc3ccc(C4(c5ccc(Oc6ccc([*])cc6)cc5)c5ccccc5-c5ccccc54)cc3)cc2)c(-c2ccc(F)cc2)c(-c2ccc(F)cc2)c(-c2ccc(F)cc2)c1-c1ccc(F)cc1,293.0
[*]C(=O)c1c(C(=O)c2ccc(Oc3ccc(C4(c5ccc(Oc6ccc([*])cc6)cc5)c5ccccc5-c5ccccc54)cc3)cc2)c(-c2ccccc2)c(-c2ccc3ccccc3c2)c(-c2ccc3ccccc3c2)c1-c1ccccc1,310.0
[*]C(=O)c1c(C(=O)c2ccc(Oc3ccc(Oc4ccc([*])cc4)cc3)cc2)c(-c2ccc(F)cc2)c(-c2ccc(F)cc2)c(-c2ccc(F)cc2)c1-c1ccc(F)cc1,266.0
[*]C(=O)c1c(F)c(F)c(Oc2ccc(C(c3ccc(Oc4c(F)c(F)c([*])c(F)c4F)cc3)(C(F)(F)F)C(F)(F)F)cc2)c(F)c1F,149.0
[*]C(=O)c1c(F)c(F)c(Oc2ccc(C3(c4ccc(Oc5c(F)c(F)c([*])c(F)c5F)cc4)c4ccccc4-c4ccccc43)cc2)c(F)c1F,223.0
[*]C(=O)c1cc(Br)cc(C(=O)c2ccc(Oc3ccc(S(=O)(=O)c4ccc(Oc5ccc([*])cc5)cc4)cc3)cc2)c1,192.0
[*]C(=O)c1cc(C(=O)c2ccc3c(c2)C(=O)N(c2ccc(C(c4ccc(N5C(=O)c6ccc([*])cc6C5=O)cc4)(C(F)(F)F)C(F)(F)F)cc2)C3=O)cc(-c2ccccc2)c1,260.5
[*]C(=O)c1cc(C(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(N5C(=O)c6ccc([*])cc6C5=O)cc4)cc2)C3=O)cc(-c2ccccc2)c1,258.5
[*]C(=O)c1cc(C(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(S(=O)(=O)c5ccc(Oc6ccc(N7C(=O)c8ccc([*])cc8C7=O)cc6)cc5)cc4)cc2)C3=O)cc(-c2ccccc2)c1,256.5
[*]C(=O)c1cc(C(=O)c2ccc3c(c2)C(=O)N(c2cccc(N4C(=O)c5ccc([*])cc5C4=O)c2)C3=O)cc(-c2ccccc2)c1,266.5
[*]C(=O)c1cc(I)cc(C(=O)c2ccc(Oc3ccc(S(=O)(=O)c4ccc(Oc5ccc([*])cc5)cc4)cc3)cc2)c1,203.0
[*]C(=O)c1cc2c(cc1Cl)C(=O)N(c1cc(Cl)c(N3C(=O)c4cc([*])c(Cl)cc4C3=O)cc1Cl)C2=O,367.0
[*]C(=O)c1cc2c(cc1Cl)C(=O)N(c1cc(Cl)cc(N3C(=O)c4cc([*])c(Cl)cc4C3=O)c1)C2=O,311.0
[*]C(=O)c1cc2c(cc1Cl)C(=O)N(c1cc(N3C(=O)c4cc([*])c(Cl)cc4C3=O)cc(C(F)(F)F)c1)C2=O,305.0
[*]C(=O)c1cc2c(cc1Cl)C(=O)N(c1cccc(N3C(=O)c4cc([*])c(Cl)cc4C3=O)c1)C2=O,313.0
[*]C(=O)c1ccc(-c2ccc(C(=O)c3ccc(Oc4ccc(-c5[nH]c(-c6ccccc6)nc5-c5ccc(Oc6ccc([*])cc6)cc5)cc4)cc3)cc2)cc1,258.0
[*]C(=O)c1ccc(-c2ccc(C(=O)c3ccc(Oc4ccc(-c5nc(-c6ccc(-c7nc(-c8ccc(Oc9ccc([*])cc9)cc8)c(-c8ccccc8)[nH]7)cc6)[nH]c5-c5ccccc5)cc4)cc3)cc2)cc1,273.0
[*]C(=O)c1ccc(-c2ccc(C(=O)c3ccc(Oc4ccc(-c5nc(-c6cccc(-c7nc(-c8ccc(Oc9ccc([*])cc9)cc8)c(-c8ccccc8)[nH]7)c6)[nH]c5-c5ccccc5)cc4)cc3)cc2)cc1,276.0
[*]C(=O)c1ccc(-c2ccc(C(=O)c3ccc(Oc4ccc(Oc5ccc([*])cc5)cc4-c4ccccc4)cc3)cc2)cc1,186.0
[*]C(=O)c1ccc(-c2ccc(C(=O)c3ccc(Oc4ccc(S(=O)(=O)c5ccc(Oc6ccc([*])cc6)cc5)cc4)cc3)cc2)cc1,207.0
[*]C(=O)c1ccc(-n2c(=O)c3cc4c(=O)n(-c5ccc([*])cc5)c(=O)c4cc3c2=O)cc1,424.0
[*]C(=O)c1ccc(-n2nc(-c3ccc(Oc4ccc(-c5nn(-c6ccc([*])cc6)c(=O)c6ccccc56)cc4)cc3)c3ccccc3c2=O)cc1,301.0
[*]C(=O)c1ccc(-n2nc(-c3ccc(Oc4ccc([*])cc4)c(Br)c3)c3ccccc3c2=O)cc1,254.0
[*]C(=O)c1ccc(-n2nc(-c3ccc(Oc4ccc([*])cc4)cc3)c3ccccc3c2=O)cc1,263.0
[*]C(=O)c1ccc(-n2nc(-c3ccc(Oc4ccc([*])cc4)cc3F)c3ccccc3c2=O)cc1,253.0
[*]C(=O)c1ccc(-n2nc(-c3ccc(Sc4ccc(-c5nn(-c6ccc([*])cc6)c(=O)c6ccccc56)cc4)cc3)c3ccccc3c2=O)cc1,281.0
[*]C(=O)c1ccc(-n2nc(-c3ccccc3)c3cc(Oc4ccc5c(-c6ccccc6)nn(-c6ccc([*])cc6)c(=O)c5c4)ccc3c2=O)cc1,275.5
[*]C(=O)c1ccc(C(=O)N2CC(C)N([*])CC2C)cc1,350.0
[*]C(=O)c1ccc(C(=O)Nc2ccc(NC(=O)c3ccc([*])cc3C(=O)O)cc2)c(C(=O)O)c1,317.0
[*]C(=O)c1ccc(C(=O)Nc2ccc(NC(=O)c3ccc([*])cc3C(=O)OCC)cc2)c(C(=O)OCC)c1,275.0
[*]C(=O)c1ccc(C(=O)O)c(C(=O)Nc2ccc(NC(=O)c3cc([*])ccc3C(=O)O)cc2)c1,213.20000000000005
[*]C(=O)c1ccc(C(=O)c2ccc(-n3nc(-c4ccc(Oc5ccc([*])cc5)cc4F)c4ccccc4c3=O)cc2)cc1,287.0
[*]C(=O)c1ccc(C(=O)c2ccc(C(=O)c3ccc(Oc4ccc(-c5[nH]c(-c6ccccc6)nc5-c5ccc(Oc6ccc([*])cc6)cc5)cc4)cc3)cc2)cc1,239.0
